timestamp,phase,script_name,action,mode,status,subject,smtp_username,recipient_email,sent,message_count,input_paths,output_paths,error_type,error_message_redacted,broker_used,scheduler_used,archived_legacy_used,safety_notes
2026-07-09T16:35:52-05:00,phase5r_c6,send_phase5r_c6_weekly_email.py,weekly_email_delivery,send,complete,Weekly AI Equity Conviction Brief — 2026-07-09 — No Action / 2 Trim Reviews / 0 New Eligible,steven.equity0326@gmail.com,stevenchenjy326@gmail.com,yes,1,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv,07_automation/email_delivery/phase5r_c6_delivery_status.csv;07_automation/email_delivery/phase5r_c6_last_email_preview.eml,,,no,no,no,weekly_manual_command=yes; at_most_one_message=yes; attachments=none; password_logged=no
2026-07-18T17:58:12-04:00,phase5r_c6,create_phase5r_c6_weekly_email_brief.py,compose_weekly_conviction_email,compose,complete,Weekly AI Equity Conviction Brief — 2026-07-18 — 0 Eligible / 2 Position Reviews,,,no,0,00_project_control/active_decision_state.yaml;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_memo.md;04_research/realtime_stock_picker_phase5r/phase5r_c5_company_research_packets.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_scores.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_position_review_recommendations.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_new_candidate_recommendations.csv;05_risk_and_positions/phase5r_c5t_manual_action_plan.md;05_risk_and_positions/phase5r_c5t_trim_scenario_table.csv;05_risk_and_positions/phase5r_c5t_next_review_triggers.csv;05_risk_and_positions/current_positions.local.csv,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv;08_reviews/current/latest_phase5r_c6_weekly_email_preview.md;04_research/realtime_stock_picker_phase5r/phase5r_c6_weekly_email_report.md,,,no,no,no,weekly_compose_only=yes; dynamic_c5_labels=yes; primary_scenario=no_action_until_next_review; credentials_read=no
2026-07-18T17:58:46-04:00,phase5r_c6,create_phase5r_c6_weekly_email_brief.py,compose_weekly_conviction_email,compose,complete,Weekly AI Equity Conviction Brief — 2026-07-18 — 0 Eligible / 2 Position Reviews,,,no,0,00_project_control/active_decision_state.yaml;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_memo.md;04_research/realtime_stock_picker_phase5r/phase5r_c5_company_research_packets.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_scores.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_position_review_recommendations.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_new_candidate_recommendations.csv;05_risk_and_positions/phase5r_c5t_manual_action_plan.md;05_risk_and_positions/phase5r_c5t_trim_scenario_table.csv;05_risk_and_positions/phase5r_c5t_next_review_triggers.csv;05_risk_and_positions/current_positions.local.csv,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv;08_reviews/current/latest_phase5r_c6_weekly_email_preview.md;04_research/realtime_stock_picker_phase5r/phase5r_c6_weekly_email_report.md,,,no,no,no,weekly_compose_only=yes; dynamic_c5_labels=yes; primary_scenario=no_action_until_next_review; credentials_read=no
2026-07-18T17:59:03-04:00,phase5r_c6,create_phase5r_c6_weekly_email_brief.py,compose_weekly_conviction_email,compose,complete,Weekly AI Equity Conviction Brief — 2026-07-18 — 0 Eligible / 2 Position Reviews,,,no,0,00_project_control/active_decision_state.yaml;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_memo.md;04_research/realtime_stock_picker_phase5r/phase5r_c5_company_research_packets.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_scores.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_position_review_recommendations.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_new_candidate_recommendations.csv;05_risk_and_positions/phase5r_c5t_manual_action_plan.md;05_risk_and_positions/phase5r_c5t_trim_scenario_table.csv;05_risk_and_positions/phase5r_c5t_next_review_triggers.csv;05_risk_and_positions/current_positions.local.csv,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv;08_reviews/current/latest_phase5r_c6_weekly_email_preview.md;04_research/realtime_stock_picker_phase5r/phase5r_c6_weekly_email_report.md,,,no,no,no,weekly_compose_only=yes; dynamic_c5_labels=yes; primary_scenario=no_action_until_next_review; credentials_read=no
2026-07-18T18:01:47-04:00,phase5r_c6,create_phase5r_c6_weekly_email_brief.py,compose_weekly_conviction_email,compose,complete,Weekly AI Equity Conviction Brief — 2026-07-18 — 0 Eligible / 2 Position Reviews,,,no,0,00_project_control/active_decision_state.yaml;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_memo.md;04_research/realtime_stock_picker_phase5r/phase5r_c5_company_research_packets.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_scores.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_position_review_recommendations.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_new_candidate_recommendations.csv;05_risk_and_positions/phase5r_c5t_manual_action_plan.md;05_risk_and_positions/phase5r_c5t_trim_scenario_table.csv;05_risk_and_positions/phase5r_c5t_next_review_triggers.csv;05_risk_and_positions/current_positions.local.csv,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv;08_reviews/current/latest_phase5r_c6_weekly_email_preview.md;04_research/realtime_stock_picker_phase5r/phase5r_c6_weekly_email_report.md,,,no,no,no,weekly_compose_only=yes; dynamic_c5_labels=yes; primary_scenario=no_action_until_next_review; credentials_read=no
2026-07-18T18:11:25-04:00,phase5r_c6,create_phase5r_c6_weekly_email_brief.py,compose_weekly_conviction_email,compose,complete,Weekly AI Equity Conviction Brief — 2026-07-18 — 0 Eligible / 2 Position Reviews,,,no,0,00_project_control/active_decision_state.yaml;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_memo.md;04_research/realtime_stock_picker_phase5r/phase5r_c5_company_research_packets.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_scores.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_position_review_recommendations.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_new_candidate_recommendations.csv;05_risk_and_positions/phase5r_c5t_manual_action_plan.md;05_risk_and_positions/phase5r_c5t_trim_scenario_table.csv;05_risk_and_positions/phase5r_c5t_next_review_triggers.csv;05_risk_and_positions/current_positions.local.csv,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv;08_reviews/current/latest_phase5r_c6_weekly_email_preview.md;04_research/realtime_stock_picker_phase5r/phase5r_c6_weekly_email_report.md,,,no,no,no,weekly_compose_only=yes; dynamic_c5_labels=yes; primary_scenario=no_action_until_next_review; credentials_read=no
2026-07-18T18:11:43-04:00,phase5r_c6,create_phase5r_c6_weekly_email_brief.py,compose_weekly_conviction_email,compose,complete,Weekly AI Equity Conviction Brief — 2026-07-18 — 0 Eligible / 2 Position Reviews,,,no,0,00_project_control/active_decision_state.yaml;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_memo.md;04_research/realtime_stock_picker_phase5r/phase5r_c5_company_research_packets.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_weekly_conviction_scores.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_position_review_recommendations.csv;04_research/realtime_stock_picker_phase5r/phase5r_c5_new_candidate_recommendations.csv;05_risk_and_positions/phase5r_c5t_manual_action_plan.md;05_risk_and_positions/phase5r_c5t_trim_scenario_table.csv;05_risk_and_positions/phase5r_c5t_next_review_triggers.csv;05_risk_and_positions/current_positions.local.csv,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv;08_reviews/current/latest_phase5r_c6_weekly_email_preview.md;04_research/realtime_stock_picker_phase5r/phase5r_c6_weekly_email_report.md,,,no,no,no,weekly_compose_only=yes; dynamic_c5_labels=yes; primary_scenario=no_action_until_next_review; credentials_read=no
2026-07-18T18:11:45-04:00,phase5r_c6,send_phase5r_c6_weekly_email.py,weekly_email_delivery,send,complete,Weekly AI Equity Conviction Brief — 2026-07-18 — 0 Eligible / 2 Position Reviews,steven.equity0326@gmail.com,stevenchenjy326@gmail.com,yes,1,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv,07_automation/email_delivery/phase5r_c6_delivery_status.csv;07_automation/email_delivery/phase5r_c6_last_email_preview.eml,,,no,no,no,weekly_manual_command=yes; at_most_one_message=yes; attachments=none; password_logged=no
2026-07-19T21:27:42-04:00,phase5r_c6,create_phase5r_c6_weekly_email_brief.py,compose_c9_account_aware_weekly_email,compose,complete,Weekly AI Equity Account Review — 2026-07-19 — 2 Position Reviews / 0 New Eligible,,,no,0,00_project_control/active_decision_state.yaml;05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_current_portfolio_summary.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_cash_deployment_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9_new_candidate_recommendations.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9_account_aware_memo.md;05_risk_and_positions/phase5r_c9_weekly_decision_summary.md;07_automation/scheduler/phase5r_c9_maintenance_inhibit.local.json,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv;08_reviews/current/latest_phase5r_c6_weekly_email_preview.md;04_research/realtime_stock_picker_phase5r/phase5r_c6_weekly_email_report.md,,,no,no,no,c9_account_aware=yes; primary_scenario=c9_account_aware_manual_review; credentials_read=no; stored_position_pct_current_truth=no; maintenance_inhibit_required=yes
2026-07-19T21:28:03-04:00,phase5r_c6,create_phase5r_c6_weekly_email_brief.py,compose_c9_account_aware_weekly_email,compose,complete,Weekly AI Equity Account Review — 2026-07-19 — 2 Position Reviews / 0 New Eligible,,,no,0,00_project_control/active_decision_state.yaml;05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_current_portfolio_summary.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_cash_deployment_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9_new_candidate_recommendations.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9_account_aware_memo.md;05_risk_and_positions/phase5r_c9_weekly_decision_summary.md;07_automation/scheduler/phase5r_c9_maintenance_inhibit.local.json,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv;08_reviews/current/latest_phase5r_c6_weekly_email_preview.md;04_research/realtime_stock_picker_phase5r/phase5r_c6_weekly_email_report.md,,,no,no,no,c9_account_aware=yes; primary_scenario=c9_account_aware_manual_review; credentials_read=no; stored_position_pct_current_truth=no; maintenance_inhibit_required=yes
2026-07-19T21:31:33-04:00,phase5r_c6,create_phase5r_c6_weekly_email_brief.py,compose_c9_account_aware_weekly_email,compose,complete,Weekly AI Equity Account Review — 2026-07-19 — 2 Position Reviews / 0 New Eligible,,,no,0,00_project_control/active_decision_state.yaml;05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_current_portfolio_summary.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_cash_deployment_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9_new_candidate_recommendations.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9_account_aware_memo.md;05_risk_and_positions/phase5r_c9_weekly_decision_summary.md;07_automation/scheduler/phase5r_c9_maintenance_inhibit.local.json,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv;08_reviews/current/latest_phase5r_c6_weekly_email_preview.md;04_research/realtime_stock_picker_phase5r/phase5r_c6_weekly_email_report.md,,,no,no,no,c9_account_aware=yes; primary_scenario=c9_account_aware_manual_review; credentials_read=no; stored_position_pct_current_truth=no; maintenance_inhibit_required=yes
2026-07-19T21:59:30-04:00,phase5r_c6,create_phase5r_c6_weekly_email_brief.py,compose_c9b_execution_aware_weekly_email,compose,complete,Weekly AI Equity Account Review — 2026-07-19 — 2 Position Reviews / 0 New Eligible,,,no,0,00_project_control/active_decision_state.yaml;05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_current_portfolio_summary.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_cash_deployment_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9_new_candidate_recommendations.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9_account_aware_memo.md;05_risk_and_positions/phase5r_c9_weekly_decision_summary.md;06_execution_records/manual_executions.local.csv;05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;07_automation/scheduler/phase5r_c9_maintenance_inhibit.local.json,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv;08_reviews/current/latest_phase5r_c6_weekly_email_preview.md;04_research/realtime_stock_picker_phase5r/phase5r_c6_weekly_email_report.md,,,no,no,no,c9_account_aware=yes; c9b_execution_aware=yes; primary_scenario=c9_account_aware_manual_review; credentials_read=no; stored_position_pct_current_truth=no; maintenance_inhibit_required=yes; fill_price_invented=no
2026-07-19T22:03:19-04:00,phase5r_c6,create_phase5r_c6_weekly_email_brief.py,compose_c9b_execution_aware_weekly_email,compose,complete,Weekly AI Equity Account Review — 2026-07-19 — 2 Position Reviews / 0 New Eligible,,,no,0,00_project_control/active_decision_state.yaml;05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_current_portfolio_summary.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_cash_deployment_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9_new_candidate_recommendations.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9_account_aware_memo.md;05_risk_and_positions/phase5r_c9_weekly_decision_summary.md;06_execution_records/manual_executions.local.csv;05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;07_automation/scheduler/phase5r_c9_maintenance_inhibit.local.json,07_automation/email_briefs/phase5r_c6_weekly_email_subject.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.txt;07_automation/email_briefs/phase5r_c6_weekly_email_body.html;07_automation/email_briefs/phase5r_c6_email_metadata.csv;08_reviews/current/latest_phase5r_c6_weekly_email_preview.md;04_research/realtime_stock_picker_phase5r/phase5r_c6_weekly_email_report.md,,,no,no,no,c9_account_aware=yes; c9b_execution_aware=yes; primary_scenario=c9_account_aware_manual_review; credentials_read=no; stored_position_pct_current_truth=no; maintenance_inhibit_required=yes; fill_price_invented=no
