destination_path,source_path,source_category,checksum,bytes,status,notes
00_project_control/audit_reports/phase0c/phase0c_legacy_quarantine_plan.csv,00_project_control/phase0c_legacy_quarantine_plan.csv,phase0_project_control_report,d8c26c9b2e7d4ce97be700cc8ac4371a62071550d0588774d8154d54d28b4016,62493,copied_checksum_match,Project-control audit report copied into audit_reports for canonical organization.
00_project_control/audit_reports/phase0c/phase0c_phase5r_dependency_allowlist.csv,00_project_control/phase0c_phase5r_dependency_allowlist.csv,phase0_project_control_report,873c438017f38ca1e73a96fe456e8a4031a3b284b5369725ac586feb427b27ff,5810,copied_checksum_match,Project-control audit report copied into audit_reports for canonical organization.
00_project_control/audit_reports/phase0c/phase0c_reframe_decision_map.csv,00_project_control/phase0c_reframe_decision_map.csv,phase0_project_control_report,13c024fb11c461d198a4800aa4fcd161dce8d42d3c3fb25c2cc623ea26de3b96,108028,copied_checksum_match,Project-control audit report copied into audit_reports for canonical organization.
00_project_control/audit_reports/phase0c/phase0c_reframe_plan.md,00_project_control/phase0c_reframe_plan.md,phase0_project_control_report,18eaa187e4e4ffad661fa7c1776cf429c3b42735ee61beb2d40ca6389623f89f,4290,copied_checksum_match,Project-control audit report copied into audit_reports for canonical organization.
00_project_control/audit_reports/phase0c/phase0c_verification_report.md,00_project_control/phase0c_verification_report.md,phase0_project_control_report,6c4100930140fd80d6b505163fcbb4c4896932c44de742e401f026f7ab8d26a1,3464,copied_checksum_match,Project-control audit report copied into audit_reports for canonical organization.
00_project_control/audit_reports/phase0d/phase0d_cleanup_lite_plan.md,00_project_control/phase0d_cleanup_lite_plan.md,phase0_project_control_report,7a63e8ae0ce9c64483531db52156da16b25a39be0574eaf557bc1844eb0f2c8c,1527,copied_checksum_match,Project-control audit report copied into audit_reports for canonical organization.
00_project_control/audit_reports/phase0d/phase0d_created_folders.csv,00_project_control/phase0d_created_folders.csv,phase0_project_control_report,d17eb3b82f148f5433eb7cce1df498b2562d3c87d3072b705f1a4cac989c0c2d,745,copied_checksum_match,Project-control audit report copied into audit_reports for canonical organization.
00_project_control/audit_reports/phase0d/phase0d_deleted_cache_files.csv,00_project_control/phase0d_deleted_cache_files.csv,phase0_project_control_report,5675c0d4b67be3fcb009d25e3d675ed7ec93fc8e6021d1efc76b810a6f781608,6193,copied_checksum_match,Project-control audit report copied into audit_reports for canonical organization.
00_project_control/audit_reports/phase0d/phase0d_preservation_report.csv,00_project_control/phase0d_preservation_report.csv,phase0_project_control_report,545953599f4b2ad0ae0db618746f066bb062551d56217a90037a7bec11281c82,24240,copied_checksum_match,Project-control audit report copied into audit_reports for canonical organization.
00_project_control/audit_reports/phase0d/phase0d_verification_report.md,00_project_control/phase0d_verification_report.md,phase0_project_control_report,f083dce62d26f66d0415487a30c4935158148367eb050f6b030c98ebadc0fedd,2348,copied_checksum_match,Project-control audit report copied into audit_reports for canonical organization.
00_project_control/phase5r/phase5r_data_contract.md,00_project_control/phase5r_data_contract.md,phase5r_a_control,7ad4864751fb931f5ffba1334a68c1e07c0bc85667664da53acee2e1f774620f,2316,copied_checksum_match,Phase 5R-A control artifact copied into canonical phase5r controls.
00_project_control/phase5r/phase5r_dependency_check_report.md,00_project_control/phase5r_dependency_check_report.md,phase5r_a_control,ee2ac922ed5c258183b7a39e30455a8b40284aceb48c455a2535b092b803f0f5,816,copied_checksum_match,Phase 5R-A control artifact copied into canonical phase5r controls.
00_project_control/phase5r/phase5r_manual_execution_boundary.md,00_project_control/phase5r_manual_execution_boundary.md,phase5r_a_control,ac238109f4ffea712baf43e565fa6377ac170e8e8c4fd4d24772e4b3058b2107,1168,copied_checksum_match,Phase 5R-A control artifact copied into canonical phase5r controls.
00_project_control/phase5r/phase5r_strategy_profile.md,00_project_control/phase5r_strategy_profile.md,phase5r_a_control,6370dceff4dd1116b7a1211396d83a0accb88be1100d8761a7234385a1a1d9f1,2151,copied_checksum_match,Phase 5R-A control artifact copied into canonical phase5r controls.
01_policies/brokerage_boundary.md,00_rules/brokerage_boundary.md,policy_control,71405c777c1f507170db170768d641a344e011ec97a868280f699424affc2f03,882,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
01_policies/data_source_policy.md,00_rules/data_source_policy.md,policy_control,4f1fdc3a5897ae1ad4fff09bcbd77231c338e1709fe9856c8a36d2eb4ca3dd73,1138,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
01_policies/manual_approval_policy.md,00_rules/manual_approval_policy.md,policy_control,b2b4b309f1f1a5489a598c0ee91e7364eb5e45f6b92996363220d5a07bf6c1c8,1040,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
01_policies/risk_policy.md,00_rules/risk_policy.md,policy_control,95612570a74898892c923c33b8dec26468bb4067e79ca723f58f2159ff176ebc,2136,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
01_policies/source_policy.md,00_rules/source_policy.md,policy_control,7ebee15ee40b79cc10f3fac4d647ca8d20f8b0f088503c30aa7ec6330ed394b1,1546,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
01_policies/trading_checklist.md,00_rules/trading_checklist.md,policy_control,d6d3800b4c91d8d7de30162fcaf264078baa07ffc2400387cf6b5add7efd2a0d,1830,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
02_universe/raw_sources/real_candidate_sources.md,01_universe/real_candidate_sources.md,candidate_source,4c68ba1e97e97ff995af4856576852e37ccb56827c027513170b1ab66a11ad00,972,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
02_universe/universe.csv,01_universe/universe.csv,candidate_source,1daefe16c3cce92536b6a21f701777e30ef73617af9306086bd8c89cc395fd59,1804,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
04_research/realtime_stock_picker_phase5r/phase5r_a_scaffold_report.md,03_research/realtime_stock_picker_phase5r/phase5r_a_scaffold_report.md,phase5r_a_research_report,4281019afdc2d345688e4fcdfbe704aab163091ff81518058686269257f6460e,1282,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
04_research/realtime_stock_picker_phase5r/phase5r_a_verification_report.md,03_research/realtime_stock_picker_phase5r/phase5r_a_verification_report.md,phase5r_a_research_report,cd4e251d6bd2781159df60e61a7c1d316cfca1fa11e396421980d6ecbe2208e3,1461,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
00_project_control/run_logs/phase5r_audit_trail.csv,04_data/phase5r_audit_trail.csv,phase5r_a_data,db428492a9ca7a1aa61843a3e804dbd6be1a4d2ac371b312aaac5d61ec0e4bc9,3806,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
03_source_data/phase5r/phase5r_dry_run_candidates.csv,04_data/phase5r_dry_run_candidates.csv,phase5r_a_data,54c5a08c28f74c2f1014330c3f5ba4fe0d00e2ad8db44eecf4056030343c789f,3039,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
05_risk_and_positions/phase5r/phase5r_manual_trade_tickets.csv,04_data/phase5r_manual_trade_tickets.csv,phase5r_a_data,6dedeb75a8e19fb50f1a00aaa61296dd0ba8954e467b4e5c1d16dd5a972c2eff,11336,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
03_source_data/phase5r/phase5r_signal_scores.csv,04_data/phase5r_signal_scores.csv,phase5r_a_data,fb8eedb9dbf7d8ccf23adfc252fba6da5767672eac51fe88979e7690f0741fb9,5584,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
03_source_data/phase5r/phase5r_universe_seed.csv,04_data/phase5r_universe_seed.csv,phase5r_a_data,8f32e1712b688612dd1ede61874599b5ea575623df8c641fdd20a926658096af,3315,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
09_scripts/phase5r/create_phase5r_manual_trade_tickets.py,05_scripts/create_phase5r_manual_trade_tickets.py,phase5r_a_script,7ef8d42fea143da1aab08600097f04971848977eb63eaa014279c7f5382de3af,6910,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
09_scripts/phase5r/create_phase5r_universe_seed.py,05_scripts/create_phase5r_universe_seed.py,phase5r_a_script,662f340c9f30ad39f590969ce8f7484c951d1788c2a5310946ab3a4560054a98,7578,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
09_scripts/phase5r/run_phase5r_dry_run_screener.py,05_scripts/run_phase5r_dry_run_screener.py,phase5r_a_script,a735a2744065bbaabd1e5525897bef8da78efac458b847eb996b6b8f97a649d0,7865,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
09_scripts/phase5r/score_phase5r_candidates.py,05_scripts/score_phase5r_candidates.py,phase5r_a_script,0ec6d248399f59b2aa4b52ac44aa931857299c02ae7d9e856affbe825fafcb0b,5866,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
09_scripts/phase5r/verify_phase5r_manual_execution_boundary.py,05_scripts/verify_phase5r_manual_execution_boundary.py,phase5r_a_script,92671a7bc8ae18769687e6b3689634c5ed2c73f996c5e3591f9222479809075f,14006,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
00_project_control/run_logs/phase0a_audit_run_log.csv,06_logs/phase0a_audit_run_log.csv,phase0_run_log,a35bb4698916a3b076a6f3686835bdbe00e0c4bbbdad366ba96ffcb88dba3fa6,1046,copied_checksum_match,Completed phase run log copied into project_control/run_logs.
00_project_control/run_logs/phase0b_run_log.csv,06_logs/phase0b_run_log.csv,phase0_run_log,579fbb101bc4428576e02b355585829bdae17c2892c16a4d8ac99d9b35fc5906,1320,copied_checksum_match,Completed phase run log copied into project_control/run_logs.
00_project_control/run_logs/phase0c_run_log.csv,06_logs/phase0c_run_log.csv,phase0_run_log,47a5e77c43492ebf671b8889e029351b583889d1bf66e47a377f537ce939d35c,1252,copied_checksum_match,Completed phase run log copied into project_control/run_logs.
00_project_control/run_logs/phase0d_cleanup_lite_run_log.csv,06_logs/phase0d_cleanup_lite_run_log.csv,phase0_run_log,bc16ce127ea83c0a0a368417a300193d9553d3100ac6ba34e0fe73cce714b692,921,copied_checksum_match,Completed phase run log copied into project_control/run_logs.
00_project_control/run_logs/phase5r_a_run_log.csv,06_logs/phase5r_a_run_log.csv,phase5r_a_run_log,db428492a9ca7a1aa61843a3e804dbd6be1a4d2ac371b312aaac5d61ec0e4bc9,3806,copied_checksum_match,Completed phase run log copied into project_control/run_logs.
08_reviews/current/latest_phase5r_manual_trade_tickets.md,07_reviews/latest_phase5r_manual_trade_tickets.md,phase5r_a_review,4b57a7ba03c36be50f7f9360d01d5ca96d63a4f22f083e7670a53b12d574b9db,2855,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
08_reviews/current/latest_phase5r_watchlist.md,07_reviews/latest_phase5r_watchlist.md,phase5r_a_review,f51d95c62ffa9860756fd7a5144f6d1c1585b5f6a81cdb7d492209031aea2e48,2108,copied_checksum_match,Verified Phase 5R-A manual-execution artifact copied to canonical Phase 5R location.
00_project_control/project_docs/AGENTS.md,AGENTS.md,project_control,8eef7565c1bf464f38bb12e7e3fa2c4aa76e4bedcfb6c05dbf9ebd3b80d94fd9,2267,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
00_project_control/project_docs/README.md,README.md,project_control,03c058ee73417b0b21e923a3b340504cefeb133a13a69cd95753745ec3def8a1,2013,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
00_project_control/project_skill/skills/early-public-equity-research/SKILL.md,skills/early-public-equity-research/SKILL.md,project_skill,36dcf0aacd84d5906326254e659eb7450c212b752ca95ea5b97ae82e9c77c2be,3106,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
00_project_control/project_skill/skills/early-public-equity-research/references/memo_rubric.md,skills/early-public-equity-research/references/memo_rubric.md,project_skill,0584658f92290e38efc15deb939e0bc650c2bc247f92a6a143773c8f247469d8,2014,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
00_project_control/project_skill/skills/early-public-equity-research/references/phase_status.md,skills/early-public-equity-research/references/phase_status.md,project_skill,09a7bfbcfaade00fa91441e07825e0adb0660654a740aa69c6743288b3c172be,1575,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
00_project_control/project_skill/skills/early-public-equity-research/references/red_team_checklist.md,skills/early-public-equity-research/references/red_team_checklist.md,project_skill,f56756d7147e82af0a7a95c388de69095c7105f03dbd9a583a7b7ed1cca3c7f9,2231,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
00_project_control/project_skill/skills/early-public-equity-research/references/source_policy.md,skills/early-public-equity-research/references/source_policy.md,project_skill,b04fd03309c8d3212d3104ef74a71df336b69e8ca9fb04e2b12d95388f3078f0,1509,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
00_project_control/project_skill/skills/early-public-equity-research/references/workflow.md,skills/early-public-equity-research/references/workflow.md,project_skill,93bf142ae79c009b60f4c64fe84bb1f566359ee1262c45f83442d184bc8b011f,2358,copied_checksum_match,Copied because Phase 0C allowlist approved it for policy/project/source control use.
